>EML4_ENST00000401738.3,chr2:42169350-42332548
>ASPSCR1_ENST00000306729.11,chr17:81976807-82017406
1,81977550,81977748
2,81979184,81979239
3,81983554,81983668
4,81985507,81985607
5,81994821,81994878
6,81995992,81996065
7,81996420,81996846
8,82009037,82009191
9,82009486,82009567
10,82010802,82010868
11,82011543,82011605
12,82012231,82012283
13,82015075,82015356
14,82016476,82016527
15,82016800,82016869
16,82016941,82017113
17,82017309,82017404

>TFE3_ENST00000493583.5,chrX:49028726-49043486
1,49043111,49043410
2,49040455,49040568
3,49039107,49039345
4,49038197,49038442
5,49038010,49038114
6,49034134,49034251
7,49033726,49033782
8,49033465,49033540
9,49031397,49031544
10,49028726,49030601

>HNRNPA2B1_ENST00000360787.8,chr7:26189927-26201529
1,26200572,26200746
2,26197831,26197866
3,26197622,26197732
4,26197315,26197461
5,26196807,26197017
6,26196557,26196658
7,26196401,26196481
8,26195847,26195909
9,26193575,26193694
10,26193251,26193373
11,26192495,26192577
12,26190993,26191128
13,26190125,26190460

>ERC1_ENST00000546231.6,chr12:990509-1495933
1,991233,991487
2,1027423,1027539
3,1027748,1028572
4,1083164,1083580
5,1104750,1104824
6,1110192,1110347
7,1112215,1112298
8,1115866,1116033
9,1141620,1141787
10,1180540,1180677
11,1181925,1182065
12,1183281,1183421
13,1189859,1190052
14,1204501,1204512
15,1236769,1236904
16,1263034,1263165
17,1289852,1290012
18,1371833,1371977
19,1408149,1408247
20,1444562,1444750
21,1490093,1490729

>JAK2_ENST00000381652.3,chr9:4985033-5128183
1,4985245,4985630
2,4985940,4986022
3,5021963,5022213
4,5029783,5029906
5,5044403,5044520
6,5050686,5050831
7,5054563,5054884
8,5055669,5055788
9,5064883,5065040
10,5066678,5066789
11,5069022,5069208
12,5069925,5070052
13,5072492,5072626
14,5073698,5073785
15,5077453,5077580
16,5078306,5078444
17,5080229,5080380
18,5080533,5080683
19,5081725,5081861
20,5089674,5089863
21,5090446,5090570
22,5090739,5090911
23,5123004,5123121
24,5126333,5126446
25,5126684,5128183

>DNAJB1_ENST00000396969.8,chr19:14514770-14529770
1,14529210,14529308
2,14527726,14527810
3,14516466,14517046
4,14515649,14516170

>PRKACA_ENST00000308677.8,chr19:14091688-14118084
1,14117502,14117744
2,14107348,14107409
3,14106760,14106888
4,14102816,14102914
5,14100826,14100908
6,14097764,14097890
7,14097579,14097674
8,14097361,14097483
9,14093628,14093792
10,14091688,14093237

>NR4A3_ENST00000618101.4,chr9:99821855-99866891
1,99821855,99822407
2,99825659,99825832
3,99826730,99826801
4,99828041,99828993
5,99832689,99832818
6,99833282,99833454
7,99844649,99844848
8,99847437,99847615
9,99863620,99866891

>BRD4_ENST00000263377.6,chr19:15235519-15332545
1,15280264,15280451
2,15272815,15273133
3,15268905,15269042
4,15267416,15267551
5,15265354,15265643
6,15264404,15264766
7,15263420,15263548
8,15256964,15257173
9,15256064,15256263
10,15255297,15255592
11,15254152,15254262
12,15244710,15244762
13,15244231,15244600
14,15242900,15243487
15,15239910,15240022
16,15239659,15239821
17,15239392,15239522
18,15239059,15239264
19,15238743,15238980
20,15235519,15238445

>NUTM1_ENST00000537011.5,chr15:34343315-34357737
1,34343315,34343702
2,34345942,34346035
3,34347969,34348677
4,34350704,34350832
5,34353736,34353872
6,34354446,34354732
7,34355021,34355137
8,34355488,34357728

>CLTC_ENST00000621829.4,chr17:59619689-59696956
1,59619689,59620173
2,59644276,59644495
3,59647398,59647666
4,59648240,59648401
5,59651203,59651316
6,59655854,59656027
7,59660391,59660588
8,59661443,59661643
9,59663842,59663994
10,59664787,59664909
11,59666103,59666240
12,59666480,59666644
13,59666797,59666977
14,59668777,59668940
15,59673647,59673772
16,59674701,59674843
17,59676954,59677188
18,59679397,59679519
19,59680912,59681057
20,59681295,59681478
21,59681647,59681839
22,59682271,59682428
23,59682629,59682793
24,59682907,59683014
25,59683095,59683262
26,59683387,59683536
27,59683625,59683756
28,59683875,59683985
29,59685056,59685226
30,59685587,59685808
31,59690636,59690711
32,59693728,59696956

>NFIB_ENST00000397581.6,chr9:14081843-14398983
1,14313482,14314519
2,14306989,14307520
3,14179727,14179780
4,14155825,14155893
5,14150145,14150265
6,14146689,14146807
7,14125632,14125766
8,14120440,14120624
9,14116181,14116346
10,14112999,14113081
11,14102422,14102510
12,14087600,14088326

>JAZF1_ENST00000283928.9,chr7:27830573-28180743
1,28180463,28180743
2,27991909,27991981
3,27895220,27895416
4,27840698,27840867
5,27830573,27832976

>SUZ12_ENST00000322652.9,chr17:31937018-32001045
1,31937018,31937520
2,31940286,31940332
3,31940422,31940486
4,31947617,31947685
5,31966147,31966196
6,31973146,31973231
7,31975482,31975713
8,31976521,31976614
9,31982999,31983104
10,31988320,31988497
11,31993242,31993333
12,31993865,31994008
13,31994564,31994721
14,31995564,31995762
15,31996798,31996877
16,31998658,32001045

>ARID1A_ENST00000324856.11,chr1:26696033-26782104
1,26696033,26697540
2,26729651,26729863
3,26731152,26731604
4,26732676,26732792
5,26760856,26761096
6,26761384,26761473
7,26762152,26762319
8,26762973,26763285
9,26766221,26766366
10,26766457,26766566
11,26767790,26767999
12,26771119,26771326
13,26772500,26772632
14,26772812,26772987
15,26773346,26773496
16,26773580,26773717
17,26773802,26773898
18,26774329,26775220
19,26775577,26775707
20,26779023,26782104

>MAST2_ENST00000361297.6,chr1:45786987-46036124
1,45803613,45804072
2,45824433,45824580
3,45829439,45829581
4,45882364,45882395
5,45959386,45959477
6,45997724,45997799
7,46002805,46002883
8,46006241,46006395
9,46008296,46008371
10,46010730,46010939
11,46019596,46019697
12,46021950,46022082
13,46022910,46022971
14,46023233,46023318
15,46023772,46023980
16,46025677,46025815
17,46027731,46027863
18,46028768,46028933
19,46029466,46029567
20,46029831,46029953
21,46030129,46030238
22,46030607,46030761
23,46031007,46031290
24,46031391,46031585
25,46032178,46032404
26,46032596,46032718
27,46033802,46033938
28,46034073,46034266
29,46034538,46036124

>GPBP1L1_ENST00000355105.7,chr1:45627304-45688113
1,45686412,45686630
2,45685576,45685620
3,45660184,45661225
4,45659028,45659142
5,45655190,45655319
6,45654543,45654829
7,45642427,45642499
8,45640210,45640403
9,45634096,45634236
10,45633489,45633647
11,45630482,45630606
12,45629576,45629678
13,45627306,45628408

>NFIX_ENST00000360105.8,chr19:12995608-13098796
1,13024580,13024680
2,13025021,13025552
3,13073047,13073109
4,13073422,13073496
5,13073906,13074026
6,13075535,13075671
7,13081680,13081855
8,13090299,13090390
9,13094635,13098796

>MAST1_ENST00000251472.8,chr19:12833951-12874951
1,12838534,12838655
2,12840446,12840534
3,12840991,12841066
4,12843529,12843607
5,12847290,12847450
6,12847612,12847687
7,12847848,12848057
8,12851934,12852035
9,12852115,12852247
10,12852328,12852395
11,12858362,12858441
12,12858531,12858739
13,12864809,12864947
14,12865046,12865178
15,12865316,12865481
16,12865717,12865818
17,12865980,12866102
18,12866653,12866762
19,12867474,12867652
20,12867730,12867977
21,12868643,12868849
22,12869066,12869295
23,12870824,12870946
24,12871036,12871172
25,12873324,12873511
26,12873609,12874951

>NOTCH1_ENST00000277541.6,chr9:136494444-136545862
1,136545726,136545862
2,136544024,136544102
3,136523717,136523979
4,136522850,136523188
5,136519443,136519565
6,136518591,136518824
7,136518137,136518292
8,136517752,136517937
9,136517272,136517385
10,136515981,136516094
11,136515483,136515716
12,136515290,136515400
13,136514510,136514702
14,136513392,136513537
15,136513021,136513134
16,136511152,136511271
17,136510653,136510805
18,136509733,136509961
19,136508870,136509071
20,136508232,136508385
21,136507955,136508139
22,136507305,136507437
23,136506716,136506973
24,136506527,136506639
25,136505310,136505881
26,136504673,136505104
27,136503182,136503330
28,136502272,136502488
29,136502001,136502088
30,136501748,136501913
31,136500552,136500847
32,136499112,136499259
33,136498899,136498996
34,136494444,136497558

>GABBR2_ENST00000259455.3,chr9:98288082-98709197
1,98708417,98709197
2,98577935,98578072
3,98541873,98542043
4,98496413,98496514
5,98480932,98480997
6,98473146,98473346
7,98453981,98454217
8,98406081,98406141
9,98394175,98394255
10,98388854,98389004
11,98385640,98385772
12,98371464,98371571
13,98362715,98362837
14,98311095,98311205
15,98306121,98306345
16,98303241,98303423
17,98299224,98299353
18,98293785,98293902
19,98288082,98290749

>SEC16A_ENST00000313050.11,chr9:136440096-136483759
1,136474049,136477689
2,136471975,136472111
3,136468415,136468512
4,136466957,136467083
5,136466264,136466462
6,136465962,136466136
7,136464420,136464562
8,136463679,136463740
9,136463463,136463601
10,136462887,136463132
11,136461177,136461274
12,136460042,136460123
13,136459757,136459874
14,136459444,136459555
15,136459134,136459239
16,136457444,136457584
17,136456053,136456166
18,136455601,136455793
19,136454109,136454327
20,136453428,136453510
21,136451256,136451408
22,136448084,136448161
23,136447853,136447909
24,136447569,136447680
25,136447227,136447364
26,136446855,136446949
27,136445645,136445719
28,136445052,136445111
29,136443823,136443900
30,136440097,136441823

>TADA2A_ENST00000620628.4,chr17:37406874-37479730
1,37406890,37406949
2,37411269,37411390
3,37423509,37423615
4,37426950,37427009
5,37437738,37437829
6,37440505,37440662
7,37442564,37442652
8,37444696,37444768
9,37458524,37458587
10,37462078,37462121
11,37465431,37465541
12,37467454,37467525
13,37470400,37470532
14,37471094,37471137
15,37474556,37474629
16,37476797,37477490
17,37478054,37478267

>ZNF700_ENST00000254321.9,chr19:11925068-11950773
1,11925068,11925273
2,11947181,11947307
3,11947514,11947574
4,11948276,11950763

>KTN1_ENST00000459737.5,chr14:55559072-55701526
1,55580322,55580354
2,55601757,55601880
3,55612019,55612571
4,55616517,55616654
5,55617964,55618134
6,55619182,55619312
7,55627912,55628028
8,55629957,55630097
9,55633235,55633341
10,55634526,55634658
11,55636449,55636536
12,55637198,55637364
13,55637779,55637847
14,55639185,55639222
15,55639913,55640003
16,55640374,55640442
17,55640933,55640970
18,55641127,55641208
19,55641692,55641760
20,55646973,55647007
21,55648025,55648115
22,55648802,55648870
23,55649776,55649813
24,55650328,55650418
25,55650569,55650637
26,55651890,55651927
27,55652850,55652940
28,55653017,55653085
29,55653559,55653596
30,55656042,55656132
31,55658546,55658614
32,55659666,55659703
33,55661522,55661612
34,55663955,55664041
35,55667241,55667330
36,55670729,55670809
37,55671566,55671655
38,55671785,55671877
39,55672630,55672701
40,55672929,55673012
41,55673172,55673255
42,55675835,55675918
43,55678352,55678444
44,55679565,55679685
45,55680686,55680741
46,55684099,55684579

>PCM1_ENST00000325083.12,chr8:17922840-18029944
1,17922840,17923188
2,17924713,17924780
3,17935589,17935706
4,17937134,17937379
5,17938740,17939009
6,17939691,17939861
7,17947186,17947363
8,17950615,17950724
9,17952970,17953186
10,17955470,17955653
11,17956604,17956777
12,17957264,17957421
13,17957540,17957775
14,17960014,17960165
15,17960315,17960444
16,17962034,17962174
17,17963101,17963291
18,17964568,17964768
19,17965999,17966218
20,17966328,17966473
21,17966980,17967170
22,17969577,17969748
23,17972329,17972687
24,17980591,17980755
25,17985447,17985619
26,17985959,17986087
27,17989859,17989979
28,17991542,17991700
29,17993483,17993619
30,18006263,18006397
31,18009547,18009744
32,18010609,18010668
33,18011237,18011366
34,18011667,18011827
35,18013964,18014036
36,18014584,18014840
37,18025361,18025453
38,18025544,18025658
39,18027637,18027968

>TRIM24_ENST00000620194.1,chr7:138460334-138589993
1,138460549,138460587
2,138460589,138460591
3,138460593,138460601
4,138460604,138460621
5,138460623,138460625
6,138460630,138460869
7,138460871,138460888
8,138460891,138460912
9,138504290,138504408
10,138515212,138515359
11,138519189,138519321
12,138525241,138525357
13,138529116,138529230
14,138538657,138538803
15,138551063,138551180
16,138554698,138554864
17,138567481,138567654
18,138570830,138571003
19,138573507,138573642
20,138576373,138576445
21,138577420,138577588
22,138579204,138579532
23,138580562,138580694
24,138581697,138581771
25,138583850,138583999
26,138584742,138584951

>TRIM33_ENST00000358465.6,chr1:114392777-114511160
1,114510551,114511160
2,114464270,114464388
3,114463412,114463556
4,114463104,114463236
5,114433617,114433733
6,114430798,114430912
7,114427748,114427894
8,114427177,114427294
9,114425449,114425723
10,114424591,114424755
11,114421436,114421636
12,114410184,114410316
13,114408677,114408740
14,114406941,114407100
15,114405410,114405759
16,114402760,114402883
17,114401389,114401463
18,114399457,114399609
19,114397940,114397990
20,114392777,114397860

>MLLT10_ENST00000377072.7,chr10:21524675-21743630
1,21534173,21534520
2,21534645,21534804
3,21538833,21538912
4,21586294,21586348
5,21595331,21595440
6,21612348,21612451
7,21614831,21614924
8,21617112,21617207
9,21651673,21651768
10,21670449,21670704
11,21673350,21673919
12,21681332,21681376
13,21682225,21682257
14,21688491,21688538
15,21713772,21713950
16,21726244,21726355
17,21727856,21727928
18,21730900,21731054
19,21732899,21733087
20,21733504,21733592
21,21733768,21734129
22,21735139,21735235
23,21740154,21740236
24,21741939,21743630

>SEPT9_ENST00000427177.5,chr17:77280569-77500596
1,77281410,77281554
2,77307141,77307197
3,77402059,77402703
4,77482144,77482335
5,77487424,77487552
6,77488240,77488321
7,77488727,77488864
8,77490742,77490859
9,77492621,77492716
10,77492980,77493076
11,77497315,77497366
12,77498523,77500592

>SEC31A_ENST00000355196.6,chr4:82818661-82901166
1,82900334,82900538
2,82900077,82900223
3,82899713,82899737
4,82881858,82881937
5,82880799,82880922
6,82878730,82878928
7,82875727,82875822
8,82874611,82874751
9,82871944,82872086
10,82870325,82870424
11,82867155,82867316
12,82866808,82866960
13,82864362,82864598
14,82863318,82863392
15,82862534,82862572
16,82861631,82861708
17,82857689,82857764
18,82856952,82857130
19,82854903,82855029
20,82853570,82853715
21,82851431,82851604
22,82848804,82848977
23,82844386,82844509
24,82842140,82842481
25,82829000,82829058
26,82827369,82827632
27,82824555,82824674
28,82821037,82821108
29,82819011,82819253

>SSBP2_ENST00000622130.4,chr5:81413021-81751797
1,81750981,81751086
2,81650267,81650339
3,81636608,81636618
4,81636557,81636606
5,81615473,81615557
6,81513628,81513717
7,81489250,81489309
8,81474496,81474562
9,81473700,81473770
10,81466974,81467041
11,81461055,81461103
12,81448790,81448825
13,81446868,81446922
14,81442653,81442723
15,81440558,81440636
16,81437430,81437458
17,81428585,81428683
18,81419935,81420533

>EPS15_ENST00000371733.7,chr1:51354263-51519328
1,51519199,51519328
2,51481273,51481314
3,51472859,51472948
4,51471690,51471737
5,51468473,51468568
6,51465261,51465326
7,51463673,51463798
8,51461091,51461150
9,51448046,51448135
10,51446960,51447105
11,51444889,51445045
12,51440347,51440432
13,51421786,51421858
14,51409535,51409696
15,51408135,51408332
16,51405905,51406108
17,51403419,51403532
18,51402435,51402525
19,51400918,51400953
20,51399032,51399165
21,51394381,51394447
22,51365953,51366029
23,51363866,51364028
24,51361171,51361355
25,51354263,51356846

>CDH11_ENST00000394156.7,chr16:64943753-65126112
1,65121880,65122036
2,65053804,65053928
3,65004642,65005041
4,64998562,64998856
5,64992915,64993034
6,64991768,64991935
7,64988157,64988344
8,64982048,64982301
9,64972904,64973040
10,64971931,64972064
11,64971579,64971696
12,64950767,64951018
13,64948609,64948787
14,64943753,64948099

>USP6_ENST00000250066.6,chr17:5116438-5175034
1,5128392,5130089
2,5130367,5130439
3,5130602,5130684
4,5132396,5132435
5,5132910,5132990
6,5133443,5133550
7,5133887,5133996
8,5135234,5135282
9,5135808,5135928
10,5136640,5136734
11,5137121,5137186
12,5137651,5137750
13,5138121,5138273
14,5139255,5139674
15,5141425,5141499
16,5142003,5142141
17,5142397,5142502
18,5144690,5144863
19,5145405,5145579
20,5146023,5146174
21,5147083,5147194
22,5148556,5148767
23,5155422,5155606
24,5161528,5161614
25,5162884,5163004
26,5167932,5168123
27,5168767,5169055
28,5170479,5170915
29,5171587,5171679
30,5172805,5175034

>AFF3_ENST00000409579.5,chr2:99545419-100142739
1,100106040,100106128
2,100105504,100105583
3,100104402,100104518
4,100011497,100011571
5,100008812,100008932
6,100007148,100007460
7,100006632,100007017
8,99837477,99837524
9,99752221,99752301
10,99744104,99744140
11,99727077,99727128
12,99672538,99672589
13,99649626,99649666
14,99601435,99601621
15,99593195,99594289
16,99587154,99587278
17,99582798,99582999
18,99578327,99578451
19,99568852,99568915
20,99565487,99565623
21,99560365,99560436
22,99558875,99558968
23,99554683,99554732
24,99554311,99554534
25,99551121,99551595

>EEFSEC_ENST00000254730.10,chr3:128153454-128408646
1,128153454,128153823
2,128246836,128247043
3,128262128,128262224
4,128264617,128264781
5,128341233,128341889
6,128358217,128358373
7,128408069,128408646

>CHCHD7_ENST00000523532.5,chr8:56211686-56218798
1,56211789,56211837
2,56212762,56212909
3,56214598,56214667
4,56216389,56216531
5,56216680,56216754
6,56217331,56217412

>PLAG1_ENST00000316981.7,chr8:56160904-56211324
1,56211121,56211279
2,56179409,56179513
3,56171091,56171189
4,56168028,56168386
5,56160904,56167503

>CTNNB1_ENST00000453024.5,chr3:41194837-41260096
1,41199445,41199670
2,41224021,41224081
3,41224190,41224321
4,41224526,41224753
5,41224954,41225207
6,41225334,41225572
7,41225660,41225861
8,41227208,41227352
9,41233341,41233444
10,41233529,41233867
11,41234139,41234297
12,41235724,41235843
13,41236349,41236499
14,41236588,41236709
15,41238016,41238076
16,41239134,41239354
17,41239660,41239736

>FAM131B_ENST00000443739.6,chr7:143353400-143362770
1,143362576,143362752
2,143360040,143360149
3,143359732,143359767
4,143359326,143359419
5,143358827,143359024
6,143357280,143357423
7,143353400,143357022

>ATIC_ENST00000236959.13,chr2:215311817-215349773
1,215311817,215312161
2,215312498,215312624
3,215318157,215318233
4,215319665,215319731
5,215325241,215325329
6,215325987,215326138
7,215326822,215326978
8,215332382,215332507
9,215333350,215333457
10,215334919,215335004
11,215336035,215336124
12,215338779,215338907
13,215344779,215344871
14,215346759,215346941
15,215349094,215349249
16,215349536,215349763

>TCEA1_ENST00000521604.6,chr8:53966552-54022529
1,54022063,54022529
2,54010430,54010492
3,53999945,54000050
4,53993668,53993755
5,53988114,53988259
6,53986969,53987025
7,53984363,53984517
8,53979025,53979171
9,53970392,53970463
10,53966556,53968112

>VTI1A_ENST00000432306.5,chr10:112446998-112818744
1,112447258,112447467
2,112460524,112460582
3,112464547,112464657
4,112527087,112527164
5,112538246,112538330
6,112668218,112668288
7,112668937,112668998
8,112736723,112737784

>TCF7L2_ENST00000545257.5,chr10:112950250-113167678
1,112950250,112950945
2,112951207,112951273
3,112951483,112951607
4,113040025,113040126
5,113141184,113141316
6,113143923,113144025
7,113146011,113146097
8,113150983,113151123
9,113151725,113151884
10,113152333,113152440
11,113158021,113158069
12,113158667,113158717
13,113159920,113159992
14,113160619,113160691
15,113165555,113167678

>LIFR_ENST00000263409.8,chr5:38474963-38608354
1,38595261,38595404
2,38530506,38530666
3,38528726,38528840
4,38527155,38527294
5,38523419,38523582
6,38511790,38511964
7,38510464,38510718
8,38506503,38506632
9,38505905,38506074
10,38503976,38504121
11,38502637,38502799
12,38499513,38499583
13,38496382,38496595
14,38493606,38493785
15,38490190,38490291
16,38489078,38489245
17,38485819,38485980
18,38484775,38484868
19,38482589,38482667
20,38474963,38482218

>CLCN6_ENST00000346436.10,chr1:11806096-11843144
1,11806211,11806349
2,11807131,11807190
3,11815846,11815911
4,11816615,11816680
5,11819488,11819554
6,11822695,11822801
7,11823707,11823833
8,11824486,11824553
9,11826156,11826214
10,11827089,11827221
11,11828106,11828219
12,11828458,11828624
13,11829196,11829322
14,11833515,11833638
15,11833877,11834030
16,11834236,11834395
17,11834484,11834590
18,11835967,11836153
19,11836999,11837156
20,11837343,11837499
21,11838335,11838442
22,11838535,11838660
23,11840143,11843144

>GNAI1_ENST00000351004.7,chr7:80133955-80219402
1,80134788,80135278
2,80188951,80188993
3,80189090,80189231
4,80199225,80199382
5,80203704,80203832
6,80210969,80211098
7,80212716,80212869
8,80217303,80219402

>MKRN1_ENST00000255977.6,chr7:140453040-140479569
1,140479160,140479569
2,140471883,140472011
3,140459707,140459936
4,140459007,140459233
5,140456652,140456866
6,140455790,140455900
7,140455095,140455233
8,140453040,140454729

>NACC2_ENST00000277554.3,chr9:136006537-136095285
1,136095189,136095285
2,136049636,136050580
3,136016265,136016429
4,136013864,136013969
5,136013199,136013296
6,136006537,136012024

>NTRK2_ENST00000376214.5,chr9:84668551-85027070
1,84668551,84668785
2,84669302,84669423
3,84669680,84669888
4,84670377,84670960
5,84702159,84702233
6,84702348,84702419
7,84707844,84707912
8,84710637,84710791
9,84723573,84723709
10,84724224,84724356
11,84727654,84727959
12,84741892,84741927
13,84744973,84745073
14,84751986,84752085
15,84861040,84861087
16,84867243,84867431
17,84934162,84934292
18,84948462,84948634
19,84955283,84955517
20,85020206,85020364
21,85021252,85023590

>QKI_ENST00000361758.8,chr6:163414000-163578596
1,163414000,163415335
2,163455279,163455421
3,163478780,163478896
4,163534982,163535125
5,163561982,163562069
6,163563420,163563719
7,163565946,163566795
8,163570694,163573800

>RNF130_ENST00000521389.5,chr5:179911651-180072118
1,180071456,180072118
2,180040453,180040647
3,180013061,180013311
4,179980129,179980200
5,179978203,179978285
6,179970410,179970506
7,179966806,179967010
8,179963471,179963564
9,179955067,179955669

>FEV_ENST00000295727.1,chr2:218981087-218985657
1,218985024,218985657
2,218984231,218984305
3,218981087,218982256

>CREB1_ENST00000432329.6,chr2:207529737-207603431
1,207529892,207530134
2,207555628,207555749
3,207560226,207560372
4,207561119,207561160
5,207567463,207567563
6,207570179,207570321
7,207575272,207575454
8,207577505,207577655
9,207596914,207603431

>FGFR1_ENST00000447712.6,chr8:38411138-38468834
1,38467981,38468834
2,38457356,38457534
3,38429682,38429948
4,38428346,38428435
5,38427921,38428093
6,38426122,38426245
7,38424509,38424699
8,38421797,38421941
9,38419533,38419735
10,38418228,38418373
11,38417870,38417991
12,38417306,38417416
13,38415870,38416060
14,38414779,38414901
15,38414559,38414629
16,38414152,38414289
17,38413918,38414023
18,38411139,38413804

>TACC1_ENST00000518415.5,chr8:38728186-38853028
1,38728640,38728671
2,38742351,38742451
3,38744895,38745493
4,38788704,38788819
5,38819522,38820635
6,38825308,38825368
7,38827168,38827288
8,38831125,38831177
9,38836162,38836287
10,38838470,38838546
11,38840224,38840267
12,38842287,38842447
13,38843289,38843395
14,38846699,38846819
15,38847955,38848132

>NUP98_ENST00000324932.11,chr11:3671083-3797792
1,3797400,3797792
2,3782042,3782145
3,3779156,3779257
4,3778873,3779049
5,3775882,3776021
6,3773632,3773739
7,3771748,3771928
8,3768581,3768744
9,3762902,3763039
10,3760539,3760626
11,3753316,3753408
12,3744509,3744649
13,3735191,3735324
14,3731391,3731578
15,3725103,3725219
16,3723157,3723455
17,3720712,3720825
18,3719412,3719550
19,3713818,3713995
20,3712564,3712728
21,3706445,3706627
22,3705200,3705356
23,3702463,3702892
24,3700610,3700839
25,3699082,3699348
26,3695449,3695606
27,3693232,3693375
28,3691347,3691489
29,3685973,3686194
30,3683200,3683441
31,3679554,3679708
32,3676509,3676620
33,3675010,3676376

>KDM5A_ENST00000399788.6,chr12:280129-389454
1,388927,389454
2,385897,385974
3,384031,384153
4,365934,366104
5,362963,363097
6,356432,356537
7,355158,355249
8,354076,354234
9,352205,352324
10,350621,350779
11,334241,334422
12,333487,333649
13,331819,331938
14,328835,329029
15,323600,323781
16,323082,323206
17,322417,322567
18,320995,321109
19,318106,318461
20,313056,313194
21,310885,311064
22,309803,309964
23,307454,308005
24,306946,307089
25,297041,297200
26,295573,295793
27,292759,293169
28,280129,285662

>WIF1_ENST00000286574.8,chr12:65050626-65121566
1,65121044,65121566
2,65120417,65120556
3,65077746,65077854
4,65068764,65068904
5,65067695,65067790
6,65066641,65066736
7,65062481,65062576
8,65056031,65056126
9,65055118,65055213
10,65050626,65051470

>POU5F1_ENST00000619340.1,chr6:31164337-31180731
1,31170216,31170621
2,31165952,31166047
3,31165927,31165949
4,31165571,31165701
5,31165128,31165286
6,31164599,31164867

>TRIM27_ENST00000377194.7,chr6:28903002-28923989
1,28923213,28923988
2,28921892,28921987
3,28920012,28920242
4,28911696,28911718
5,28908973,28909088
6,28908808,28908840
7,28907236,28907262
8,28904554,28904665
9,28903002,28904273

>EIF3E_ENST00000220849.9,chr8:108201216-108435333
1,108248613,108248765
2,108241799,108241913
3,108239958,108240075
4,108236161,108236203
5,108234998,108235102
6,108229070,108229195
7,108228267,108228391
8,108217334,108217460
9,108216412,108216513
10,108214607,108214716
11,108203401,108203503
12,108202983,108203117
13,108201743,108201923

>RSPO2_ENST00000276659.9,chr8:107899316-108083648
1,108083197,108083648
2,108082545,108082807
3,107989056,107989244
4,107960674,107960817
5,107958080,107958268
6,107899317,107901190

>PTPRK_ENST00000368207.7,chr6:127968779-128520674
1,128520259,128520583
2,128397566,128397688
3,128322039,128322310
4,128242521,128242602
5,128240035,128240150
6,128218922,128219096
7,128184432,128184725
8,128089690,128089992
9,128083715,128083824
10,128082437,128082638
11,128078813,128078918
12,128067519,128067792
13,128064758,128064794
14,128009130,128009268
15,128006026,128006055
16,128005084,128005244
17,128003197,128003232
18,128001196,128001207
19,127998720,127998904
20,127996901,127996988
21,127995462,127995538
22,127995249,127995266
23,127992673,127992709
24,127991294,127991391
25,127990769,127990885
26,127985721,127985875
27,127983242,127983377
28,127982831,127982980
29,127981116,127981289
30,127976923,127977054
31,127976657,127976782
32,127973664,127973827
33,127973022,127973157
34,127970113,127970280

>RSPO3_ENST00000368317.3,chr6:127118604-127197765
1,127119038,127119289
2,127148648,127148839
3,127150426,127150572
4,127155241,127155438
5,127195823,127195983
6,127197426,127197765

>CDKN2D_ENST00000335766.2,chr19:10566462-10569059
1,10568947,10569059
2,10568513,10568668
3,10566601,10567417

>WDFY2_ENST00000298125.6,chr13:51584455-51767707
1,51584508,51584824
2,51660596,51660663
3,51675170,51675243
4,51703596,51703650
5,51719198,51719348
6,51727678,51727790
7,51739049,51739175
8,51751310,51751415
9,51755358,51755459
10,51756332,51756462
11,51758192,51758300
12,51759740,51767707

>ZNF444_ENST00000337080.7,chr19:56132599-56160893
1,56141187,56141357
2,56146247,56146420
3,56146890,56147208
4,56158494,56158602
5,56159624,56160892

>TAF15_ENST00000603777.5,chr17:35713791-35864615
1,35809484,35809576
2,35809972,35810063
3,35817240,35817317
4,35817716,35817755
5,35820024,35820075
6,35820164,35820248
7,35820332,35820437
8,35822640,35822833
9,35824078,35824198
10,35833907,35833941
11,35834566,35834598
12,35836132,35836241
13,35838424,35838553
14,35842367,35842459
15,35844077,35844158
16,35844280,35844368
17,35844477,35844566
18,35844880,35845038
19,35846906,35847234

>DHH_ENST00000266991.2,chr12:49089421-49094819
1,49094210,49094819
2,49091128,49091389
3,49089421,49090484

>RHEBL1_ENST00000301068.10,chr12:49064685-49070025
1,49069734,49070025
2,49069035,49069106
3,49066968,49067035
4,49066619,49066701
5,49066476,49066532
6,49066231,49066278
7,49065350,49065431
8,49064685,49065192

>FHIT_ENST00000476844.5,chr3:59749310-61251459
1,61251301,61251413
2,61200617,61200665
3,61042047,61042099
4,60821919,60822011
5,60536860,60536979
6,60014007,60014152
7,60011371,60011400
8,59922346,59922414
9,59752221,59752321
10,59749310,59749568

>HOOK3_ENST00000307602.8,chr8:42896932-43030539
1,42896932,42897188
2,42906173,42906258
3,42925557,42925629
4,42930122,42930172
5,42943313,42943445
6,42950388,42950455
7,42957094,42957156
8,42959231,42959314
9,42964311,42964474
10,42966473,42966613
11,42968013,42968214
12,42973289,42973399
13,42974107,42974194
14,42982627,42982696
15,42986655,42986795
16,42997550,42997637
17,43002107,43002141
18,43007847,43007929
19,43010305,43010405
20,43013051,43013155
21,43013329,43013400
22,43018358,43030539

>SRGAP3_ENST00000383836.7,chr3:8980591-9363053
1,9248885,9249379
2,9124725,9124917
3,9104680,9104842
